0_4 0_2 3_4 3_0 3_2 0_1 3_2 3_3 4_3 2_1 3_1 1_3 4_3 2_0 3_2 3_2 3_2 0_1 0_3 3_0 1_4 1_4 2_0 4_4 2_3
4_1 2_1 4_4 1_0 1_1 3_4 3_2 0_4 2_4 2_3 4_4 2_1 1_1 0_4 4_2 3_1 4_4 4_4 0_4 0_1 2_1 1_1 4_4 4_0 4_4
0_2 2_3 0_3 3_3 4_0 2_4 2_3 2_2 3_1 1_2 4_4 3_0 2_3 2_0 0_4 0_2 4_4 3_2 0_2 2_4 3_1 4_3 2_3 4_0 3_2
4_1 4_4 0_2 3_0 2_2 4_0 1_2 1_4 3_0 1_0 1_1 2_2 2_3 2_4 3_3 4_1 2_0 2_0 1_4 1_0 1_0 3_1 1_0 1_1 2_2
2_0 3_4 0_1 3_2 2_3 2_3 4_4 1_3 3_0 4_3 3_0 3_2 0_0 1_4 2_3 2_1 3_3 2_0 1_2 0_2 0_4 3_4 2_1 2_0 2_0
3_3 3_0 0_2 4_4 2_1 0_4 0_4 1_4 3_4 4_4 0_4 3_2 2_0 3_1 2_0 3_3 2_2 4_2 0_4 1_3 2_2 0_0 3_3 1_3 2_1
3_4 0_4 0_0 3_0 2_3 0_3 0_3 1_4 3_0 0_1 0_1 3_2 1_2 0_0 0_0 3_1 3_4 0_0 2_0 1_0 3_2 0_0 0_3 0_0 0_2
4_2 3_4 0_1 1_4 4_0 4_3 4_4 0_1 3_4 4_2 4_4 1_0 0_0 4_1 4_3 4_4 3_4 4_0 1_1 4_4 4_4 1_4 4_4 0_2 1_2
1_4 4_4 1_0 4_1 4_0 1_3 2_3 0_1 3_1 2_0 1_3 0_2 1_0 4_2 0_1 1_3 2_1 0_0 4_4 4_4 0_2 4_2 4_2 0_0 3_0
4_1 3_1 3_4 4_3 4_3 1_4 0_3 0_2 4_4 4_4 4_4 0_0 2_4 4_1 4_1 4_3 4_1 2_4 4_3 0_1 4_3 3_4 4_1 0_4 1_4
1_0 2_2 3_1 0_3 0_0 0_0 4_0 1_3 3_0 4_4 1_4 0_1 4_0 2_0 2_0 1_3 2_3 2_1 3_2 3_3 2_4 0_4 2_1 3_0 3_2
3_3 0_3 1_3 0_2 0_2 0_3 4_1 1_4 0_1 2_0 4_1 3_2 0_1 0_0 2_4 1_0 2_3 0_3 3_4 2_3 1_3 0_2 1_2 0_2 3_3
2_1 3_0 1_0 2_4 4_2 0_0 1_3 0_2 1_2 2_1 3_3 0_2 1_2 4_2 0_2 1_1 0_1 1_2 0_4 0_0 1_4 0_1 4_4 2_0 3_1
2_0 4_4 1_3 0_3 4_0 1_2 0_4 0_1 0_3 3_1 2_4 3_4 0_3 4_2 2_1 2_1 4_4 3_0 0_3 1_3 0_0 3_1 3_4 4_1 4_4
1_1 0_1 1_4 3_1 1_1 4_2 2_1 3_1 3_1 0_1 1_3 0_1 4_2 0_4 1_1 4_2 3_1 4_3 1_0 1_1 4_3 3_1 0_2 3_4 2_1
1_3 0_0 2_2 0_3 3_4 2_4 2_1 2_3 2_3 3_0 2_1 4_2 0_2 3_0 1_3 2_3 4_3 0_0 0_0 2_4 1_3 3_1 4_4 2_4 2_3
0_2 0_1 0_0 1_0 3_4 4_1 4_3 1_2 4_0 1_3 4_0 1_3 4_1 0_0 0_3 4_3 0_0 0_2 4_3 0_1 2_0 4_1 3_1 1_0 3_2
2_4 2_4 1_3 1_1 3_1 2_4 0_4 2_2 2_3 2_4 3_1 3_0 2_2 3_0 1_0 2_2 2_2 2_3 1_0 2_2 2_3 0_2 2_3 2_3 3_3
0_4 1_4 2_2 1_3 2_1 2_2 3_0 4_4 0_4 1_4 0_2 4_0 1_4 1_1 2_3 3_0 2_1 2_3 0_4 4_1 3_2 2_2 4_3 1_0 1_0
3_2 3_2 4_2 4_3 0_4 2_4 0_2 3_3 0_4 3_2 3_2 4_2 3_2 3_2 1_2 1_3 3_4 1_4 4_2 4_3 1_4 4_0 3_3 4_1 4_2
4_0 1_0 4_4 1_0 2_1 0_3 1_2 2_0 4_1 1_3 4_1 0_0 3_4 0_0 1_2 1_3 2_2 0_2 4_2 3_2 4_4 3_0 0_1 1_4 1_3
3_1 0_0 4_4 4_0 4_0 1_1 4_0 2_4 1_1 2_2 2_1 1_4 1_3 4_3 2_4 4_3 1_0 0_0 2_4 0_4 4_3 4_0 4_0 2_0 2_2
3_4 4_4 1_3 0_0 4_2 4_1 0_2 4_1 2_4 1_2 0_3 3_2 4_1 4_1 0_3 2_1 4_2 4_1 0_0 3_2 0_1 0_2 3_3 1_4 0_2
3_2 4_4 1_3 3_0 4_3 3_2 0_1 4_1 3_4 0_4 2_4 1_1 2_3 4_2 4_4 2_4 4_2 1_4 1_2 2_4 1_3 3_3 1_3 4_4 4_4
0_3 3_2 3_2 3_3 1_3 3_4 3_4 3_3 0_3 3_2 0_2 0_3 1_2 0_3 0_2 3_1 3_4 4_2 4_3 3_2 2_1 3_1 2_3 2_4 3_0
4_1 0_4 3_4 1_3 4_0 2_1 4_4 4_4 2_1 3_1 2_3 2_4 2_1 0_3 4_3 3_3 4_2 2_3 1_1 3_0 3_4 4_2 0_4 4_4 0_4
2_0 0_0 1_1 3_3 2_2 3_3 2_2 1_0 4_0 3_0 1_2 2_2 4_0 0_3 3_3 2_2 0_2 0_0 0_0 2_0 0_0 3_1 1_4 1_0 3_0
4_2 0_0 2_0 0_0 3_3 1_3 3_3 0_2 3_2 4_1 1_0 0_4 1_3 3_1 1_2 3_2 0_0 0_0 0_0 3_0 3_0 0_0 3_2 3_3 2_1
1_0 3_1 2_1 3_1 3_1 2_4 1_1 1_1 1_0 2_3 4_4 3_3 2_1 0_4 3_3 4_4 4_4 2_0 3_0 2_2 0_4 2_2 2_1 2_0 1_3
1_4 4_3 2_1 3_3 1_1 2_3 4_0 1_0 1_4 4_0 0_4 1_3 4_4 1_0 3_4 1_4 2_4 1_4 3_3 4_3 0_4 0_0 3_3 0_0 3_3
1_0 3_2 2_2 2_1 4_0 0_0 1_1 1_3 2_2 1_2 4_0 1_0 1_4 2_2 1_4 2_3 3_0 3_3 3_1 3_0 1_4 0_0 1_2 1_4 2_0
1_4 4_2 4_4 0_2 3_0 4_3 3_3 1_0 3_0 2_0 2_1 3_3 3_1 3_2 4_0 4_4 4_0 3_1 1_1 4_0 2_3 3_2 3_3 3_3 2_3
1_0 1_1 2_2 4_3 4_4 0_1 4_1 4_0 1_3 3_1 1_2 3_1 3_1 1_3 3_3 2_3 2_3 4_4 3_0 2_0 2_0 2_3 4_3 0_1 4_4
2_0 3_0 3_0 3_4 0_2 1_3 3_3 1_1 1_2 2_0 0_4 2_3 1_1 3_0 2_0 0_4 0_2 3_3 3_2 4_4 3_0 4_0 3_3 0_3 4_3
2_1 0_2 3_0 3_2 4_0 2_3 2_2 2_0 2_0 1_3 2_4 1_0 4_3 0_1 4_1 0_3 0_0 3_3 0_0 2_1 1_3 0_1 0_1 2_4 1_2
2_3 4_1 3_3 4_0 4_0 1_2 1_1 0_2 1_0 0_1 3_1 2_4 2_1 2_2 4_0 1_4 2_0 0_3 0_1 2_0 0_0 4_2 0_2 1_0 0_2
3_3 4_1 3_1 2_2 1_3 1_0 0_3 2_0 1_1 1_1 4_3 2_3 1_3 3_0 2_2 3_4 1_3 1_0 2_2 3_4 3_0 4_1 1_0 4_1 2_3
3_1 0_1 0_1 4_3 1_0 1_1 2_1 0_4 1_4 0_4 0_4 4_3 0_1 3_3 3_0 3_1 1_1 2_3 2_1 2_2 0_3 4_1 0_1 1_2 1_2
4_2 2_0 0_3 1_1 1_4 0_1 2_1 3_1 3_1 3_1 0_1 4_0 3_3 3_1 4_1 1_1 3_0 2_1 2_0 1_0 2_3 2_1 2_3 4_2 2_2
0_1 4_1 4_4 1_3 0_2 3_2 4_2 4_0 2_2 0_2 3_0 3_1 4_0 4_0 0_4 1_2 0_3 2_2 0_3 4_2 3_4 4_0 0_1 3_2 1_1
0_3 4_0 3_1 1_3 2_0 4_1 2_0 3_3 0_4 0_1 3_3 4_0 1_0 3_4 0_4 4_1 3_0 4_1 3_1 3_4 3_0 4_0 0_3 4_2 0_2
2_0 3_2 2_0 3_3 1_0 0_2 4_0 3_0 4_2 4_0 3_3 3_2 4_0 3_4 2_0 0_4 0_3 2_0 2_0 0_0 4_2 1_2 0_4 0_2 4_4
3_2 4_3 4_0 4_2 4_1 2_0 4_1 0_2 1_1 1_3 3_4 3_2 3_1 4_2 0_3 1_2 1_0 3_4 0_1 1_3 3_0 0_2 4_2 2_3 0_2
3_4 3_2 0_1 3_2 4_4 0_0 0_2 0_4 4_3 3_2 4_1 3_3 4_3 1_1 0_4 3_4 0_4 2_3 0_2 1_4 2_2 4_3 4_4 0_4 2_0
2_1 0_1 1_3 0_3 2_0 4_2 2_2 1_4 2_3 2_1 3_1 0_2 2_0 1_0 0_1 4_0 0_0 3_2 4_0 4_0 4_0 4_4 1_0 2_3 3_4
1_0 3_0 3_3 1_0 2_0 0_0 2_4 4_2 1_1 3_3 3_0 0_2 3_4 2_2 3_3 3_2 3_0 3_4 2_3 0_1 4_0 3_3 3_0 2_4 0_3
1_3 3_0 2_3 0_3 1_4 1_2 0_4 1_3 1_1 4_4 2_2 4_3 2_4 1_0 4_3 1_3 3_3 0_2 0_1 2_4 0_0 0_3 2_4 0_3 3_2
0_1 0_0 1_2 0_4 1_1 4_0 4_2 2_1 4_4 0_1 3_0 3_0 2_1 1_0 4_3 4_1 2_1 3_3 3_0 2_1 0_1 3_1 0_2 4_3 4_3
4_3 4_3 0_2 1_4 2_3 3_3 1_0 1_2 0_3 4_3 1_0 1_2 4_1 1_1 2_3 0_2 1_3 2_2 1_3 1_4 2_1 2_1 1_2 1_4 2_4
3_3 4_0 2_1 1_3 3_2 3_3 1_1 4_4 2_2 4_2 1_0 1_2 0_0 3_2 2_2 2_3 4_2 1_0 0_0 1_1 2_3 2_4 3_0 1_0 2_0
1_4 3_1 1_0 2_2 3_3 4_0 4_0 0_4 1_2 4_2 4_4 0_3 2_1 2_1 0_3 1_3 2_0 1_1 4_3 4_2 1_0 4_3 0_3 1_2 0_4
4_0 3_2 2_2 0_1 4_1 0_4 3_1 1_1 2_0 0_0 1_2 2_4 2_4 0_2 4_3 3_4 3_1 4_1 4_2 2_2 4_4 1_2 2_2 0_4 4_4
3_4 1_4 1_0 1_1 2_0 3_2 1_2 0_1 1_3 4_2 3_2 4_3 3_2 1_2 0_4 1_1 3_1 1_4 1_0 2_1 1_2 2_1 3_2 4_1 1_0
0_1 0_2 3_2 0_0 2_0 2_1 0_1 0_3 4_1 0_2 0_1 3_0 2_4 2_2 0_1 1_2 3_2 3_2 1_3 2_1 2_1 2_4 3_1 0_0 2_2
1_0 0_3 2_3 3_0 2_2 2_3 3_0 2_1 1_4 1_2 2_3 2_0 0_4 0_4 1_1 3_4 3_1 3_1 1_0 1_0 1_3 1_4 1_1 2_3 2_2
1_3 4_4 2_2 2_0 3_1 4_4 4_4 0_2 0_4 1_3 4_3 0_4 0_4 4_3 2_1 0_2 0_1 2_1 1_2 0_4 4_1 4_2 4_1 4_4 0_4
3_2 0_4 3_0 2_2 4_2 4_4 2_1 3_3 2_4 2_4 2_1 1_1 1_3 2_1 2_1 3_4 0_3 0_1 2_0 4_2 3_0 1_3 0_3 0_4 2_0
4_3 2_2 3_2 1_1 0_2 2_1 3_3 3_1 4_1 3_2 3_4 0_3 3_1 3_3 3_2 2_0 2_4 2_0 2_0 3_2 2_0 1_2 3_2 0_0 3_2
0_2 1_4 1_1 1_0 4_0 3_1 4_3 2_2 2_2 1_4 2_3 1_2 0_0 3_1 1_2 4_1 2_2 4_3 0_3 4_4 0_1 0_1 4_4 0_0 2_2
1_3 3_3 1_4 4_1 3_4 0_0 0_0 3_1 0_1 4_1 4_0 1_3 0_4 4_1 4_3 1_2 3_0 4_4 0_2 1_1 1_1 3_4 0_3 4_2 0_1
4_0 1_4 4_0 2_3 2_1 4_0 4_2 0_1 3_2 1_1 2_0 0_3 4_0 3_4 3_1 3_4 4_1 0_3 3_4 1_0 0_3 1_1 4_2 3_3 4_2
3_3 4_2 4_2 3_0 4_0 0_3 1_0 3_0 4_0 3_0 4_1 0_3 4_0 1_2 4_4 3_0 2_0 4_1 1_3 2_0 4_3 4_3 4_1 2_0 1_2
4_3 0_3 4_3 2_1 2_0 1_3 0_2 1_0 0_2 2_0 0_3 3_4 1_3 0_2 2_3 4_0 4_0 3_1 0_2 1_3 1_3 3_1 1_0 1_0 0_2
4_3 4_0 1_4 2_4 1_3 0_0 0_4 1_4 4_0 4_4 2_1 1_2 0_4 0_4 4_4 1_2 0_4 4_1 1_2 4_0 1_4 1_2 3_4 2_2 3_4
2_0 1_0 0_1 2_0 4_2 1_3 0_4 3_0 4_4 2_2 3_3 3_0 4_0 3_3 1_0 4_3 3_0 1_1 4_2 4_0 3_0 3_4 4_2 4_0 4_0
1_3 2_4 0_0 0_4 2_2 1_0 1_3 3_3 0_0 3_1 1_3 2_2 1_3 0_1 1_2 0_1 0_2 4_4 0_0 3_1 1_0 0_3 2_3 0_3 3_1
4_1 2_3 0_0 1_1 0_3 3_1 3_1 3_1 0_2 1_4 2_1 1_0 0_1 4_1 4_1 3_1 0_1 4_1 2_1 2_4 4_0 3_1 1_1 2_1 3_1
2_3 3_3 0_4 4_1 0_0 3_4 4_0 1_4 4_3 0_3 4_0 3_4 2_1 3_0 1_4 3_2 0_0 2_4 0_0 3_1 0_3 3_3 1_2 2_0 4_0
2_3 0_1 3_4 2_3 3_4 4_4 2_1 3_3 3_2 0_4 2_4 3_2 4_2 1_2 3_4 1_3 3_0 3_3 2_2 2_2 4_0 3_0 2_0 3_0 1_3
0_1 2_2 1_1 0_4 1_1 1_0 0_2 0_3 4_1 2_1 3_2 1_4 1_1 4_4 1_2 0_0 3_0 1_2 3_4 3_4 0_4 4_4 2_2 1_0 0_4
3_2 2_4 3_4 0_3 1_2 1_2 1_2 2_0 0_0 2_0 3_0 0_0 3_3 3_0 4_0 3_3 3_3 4_0 0_1 4_2 2_0 1_1 1_1 2_0 2_0
4_4 0_0 4_0 1_0 1_2 2_0 1_2 3_1 1_2 2_2 3_1 1_2 1_3 3_2 3_2 4_2 2_4 1_3 0_2 2_1 3_3 2_1 4_2 0_2 0_3
1_3 1_3 0_0 1_2 4_1 1_4 0_2 1_4 0_4 3_0 4_3 2_3 0_3 4_1 1_1 3_4 4_2 2_3 3_0 2_0 2_4 2_4 3_2 4_0 1_2
1_2 2_3 4_2 3_2 1_3 2_0 3_3 3_0 2_3 1_1 3_3 0_0 3_2 2_3 2_1 3_2 4_3 0_1 3_0 3_2 1_4 4_3 3_1 3_1 3_3
2_4 1_1 3_4 3_0 1_2 3_0 1_4 2_1 3_0 4_3 4_4 4_3 0_4 0_4 0_0 1_1 3_2 2_1 1_2 0_4 0_4 0_2 4_0 0_2 3_4
0_3 1_3 2_2 2_2 2_2 0_4 2_4 3_0 1_2 4_1 2_3 1_0 1_2 3_1 2_1 0_4 2_4 4_1 4_3 1_4 0_0 2_2 2_3 4_2 0_3
0_1 4_3 4_4 4_4 3_4 0_0 3_2 3_2 3_4 1_2 3_1 4_4 2_3 4_2 2_2 3_2 3_4 4_1 2_1 3_2 3_0 1_2 4_4 1_2 3_2
1_4 1_4 0_3 0_2 3_1 0_4 3_1 4_2 0_4 1_0 4_3 4_3 4_3 4_4 3_2 2_1 2_1 1_3 3_1 2_2 2_3 2_1 1_3 3_3 2_0
0_3 1_1 3_2 3_4 3_4 4_2 3_1 3_1 2_3 2_1 1_3 3_2 0_4 2_3 4_0 3_4 3_2 4_4 3_4 4_4 3_0 4_3 3_4 0_4 3_0
